J,I,TinH2,ToutH2,TinAIR,ToutAIR,TinWAT,ToutWAT,PinAIR,PoutAIR,PoutH2,PinH2,DinH2,DoutH2,DinAIR,DoutAIR,DWAT,HrAIRFC,Utot
0.70242834,70.24283,27.956465,41.16104,42.269024,51.58404,53.793476,55.44223,1299.4734,1268.2543,1299.4949,1287.3114,4.7974725,2.1143138,23.03604,21.396856,2.0330138,49.946693,3.301524
0.7024079,70.24079,28.057259,41.245605,42.277637,51.604725,53.79072,55.44303,1299.5073,1268.3562,1299.4683,1287.3099,4.7968435,2.1050792,23.035257,21.379889,2.033273,49.99802,3.3014338
0.7023877,70.23877,28.147297,41.312084,42.295303,51.614147,53.791092,55.45023,1299.7887,1268.5714,1300.1375,1287.9777,4.7978544,2.098603,23.034449,21.366547,2.0324633,50.02161,3.3020928
0.70237654,70.237656,28.22037,41.360832,42.306248,51.61761,53.78321,55.451645,1299.8381,1268.5004,1299.5576,1287.282,4.7980933,2.0995288,23.033894,21.35161,2.0309677,50.029484,3.303147
0.70236206,70.236206,28.27699,41.39607,42.312527,51.62558,53.776886,55.448658,1299.684,1268.318,1299.9774,1287.7372,4.7981486,2.0991764,23.033583,21.344107,2.030123,50.06167,3.3039505
0.7023597,70.23597,28.310715,41.38958,42.328133,51.62035,53.766632,55.44401,1300.282,1268.8121,1300.9268,1288.5969,4.7981286,2.0935962,23.033157,21.334461,2.02926,50.082848,3.3045855
0.7023479,70.23479,28.35469,41.38627,42.331543,51.62523,53.764164,55.445415,1300.529,1269.0535,1300.6932,1288.3638,4.798013,2.0962732,23.03306,21.327242,2.026744,50.11594,3.3046706
0.70235115,70.235115,28.372875,41.39827,42.348362,51.62007,53.76043,55.444126,1300.6152,1269.1548,1300.4648,1288.0275,4.797956,2.0987756,23.03304,21.311726,2.026476,50.12822,3.3040683
0.70236343,70.23634,28.370174,41.40753,42.3606,51.621815,53.75599,55.44598,1300.6282,1269.242,1300.2704,1287.7896,4.7979527,2.0987499,23.033081,21.311152,2.0248501,50.11058,3.3036761
0.70237654,70.237656,28.348,41.40662,42.3681,51.623074,53.75604,55.449005,1300.5851,1269.1827,1300.1428,1287.6317,4.797845,2.1057153,23.033182,21.302471,2.0245776,50.12485,3.3035839
0.7023981,70.23981,28.301691,41.399292,42.372612,51.611935,53.753742,55.45191,1300.4141,1269.0569,1300.4039,1287.9856,4.797452,2.108304,23.03353,21.300024,2.024164,50.100506,3.3028724
0.70243204,70.2432,28.227808,41.372498,42.365902,51.604713,53.751408,55.451935,1300.2087,1268.8727,1300.9562,1288.5876,4.7972274,2.1088116,23.03372,21.290892,2.0248637,50.085175,3.3021307
0.7024479,70.24479,28.14328,41.338345,42.355885,51.59707,53.756916,55.452084,1300.3467,1269.0045,1301.5063,1289.2762,4.796463,2.10835,23.034264,21.2963,2.0265272,50.047848,3.3016057
0.70246375,70.24637,28.073002,41.284428,42.34101,51.592808,53.764187,55.448875,1300.6654,1269.3876,1301.4128,1289.2657,4.7958364,2.108217,23.034857,21.29175,2.0268064,50.02482,3.300618
0.7024885,70.24885,27.983234,41.22214,42.321945,51.58213,53.767525,55.44584,1300.7855,1269.3611,1301.7834,1289.7172,4.796969,2.109778,23.035713,21.289898,2.0276206,49.989933,3.3002899
0.7024992,70.24992,27.90334,41.209435,42.30704,51.566227,53.772102,55.447403,1300.6382,1269.2449,1301.1888,1289.125,4.797146,2.1169705,23.03637,21.290976,2.0277708,49.971176,3.2988863
0.7025196,70.25195,27.848034,41.18067,42.28939,51.567635,53.77646,55.44971,1300.4323,1269.1066,1300.9158,1288.9296,4.796994,2.1138337,23.037546,21.305546,2.027869,49.922314,3.2984521
0.7025344,70.25343,27.801634,41.144222,42.274563,51.570652,53.776165,55.44771,1300.1967,1268.9047,1300.4365,1288.3964,4.797051,2.112988,23.041883,21.31565,2.028146,49.891193,3.2980993
0.70253634,70.25363,27.754873,41.11029,42.270412,51.565083,53.777187,55.44379,1299.9829,1268.6902,1299.6879,1287.614,4.7968187,2.1137693,23.038067,21.326433,2.028724,49.88692,3.2977917
0.702527,70.2527,27.722017,41.088108,42.24668,51.56355,53.782997,55.44327,1299.6875,1268.4569,1298.9469,1286.7975,4.797068,2.119967,23.036398,21.336994,2.0283697,49.890324,3.297001
0.70254165,70.254166,27.71654,41.07116,42.222748,51.565945,53.78667,55.44529,1299.2672,1267.989,1299.3163,1287.183,4.796838,2.1182547,23.034925,21.350489,2.0284104,49.85694,3.297287
0.7025192,70.251915,27.733772,41.110535,42.226475,51.57636,53.79054,55.4485,1299.3287,1268.1111,1299.1154,1286.8827,4.7967343,2.1176386,23.033642,21.324253,2.0288212,49.84752,3.2974017
0.7025055,70.25056,27.758757,41.12465,42.219315,51.581528,53.795395,55.454544,1299.3611,1268.1821,1299.6315,1287.3285,4.797077,2.1206439,23.03272,21.329586,2.0281901,49.834717,3.2976482
0.7024876,70.24876,27.80819,41.13816,42.217346,51.58858,53.794613,55.45365,1299.4165,1268.2693,1299.0167,1286.6641,4.797149,2.1247592,23.032276,21.336916,2.027326,49.837776,3.2980523
0.7024583,70.245834,27.89811,41.16051,42.22102,51.604156,53.79794,55.45748,1299.3958,1268.3462,1298.962,1286.6743,4.7971177,2.1226983,23.031847,21.342243,2.0267138,49.839848,3.2982652
0.7024366,70.24366,27.99323,41.169273,42.226368,51.607933,53.79383,55.459805,1299.7037,1268.6738,1299.1552,1286.863,4.7972503,2.1208873,23.03144,21.342281,2.0265596,49.84484,3.2984502
0.7024127,70.24127,28.08315,41.228477,42.222126,51.606174,53.78872,55.46204,1299.6638,1268.5831,1298.3118,1286.0459,4.7973485,2.1136498,23.031,21.344603,2.026539,49.856224,3.2987964
0.7023952,70.23952,28.159973,41.275364,42.227757,51.6076,53.784344,55.464897,1299.6243,1268.5135,1298.4219,1286.131,4.797489,2.1102011,23.031134,21.345741,2.0264695,49.857693,3.299481
0.7023829,70.23829,28.224733,41.31828,42.23597,51.620235,53.783405,55.472404,1299.922,1268.8605,1298.6077,1286.3861,4.7977104,2.10681,23.031288,21.353117,2.026323,49.85016,3.3002245
0.7023768,70.23768,28.276985,41.323135,42.233047,51.622852,53.783512,55.475014,1300.0701,1268.844,1299.3162,1287.1743,4.7977824,2.1037264,23.031572,21.351423,2.026467,49.868885,3.3007946
0.7023821,70.23821,28.307951,41.314728,42.241493,51.602867,53.7695,55.468018,1300.5469,1269.2377,1299.3306,1287.2633,4.7977824,2.0952642,23.032099,21.34141,2.026844,49.91453,3.3010542
0.70238155,70.23816,28.317768,41.278748,42.240448,51.59319,53.76041,55.45933,1300.5529,1269.1727,1299.9294,1287.943,4.7977667,2.0952425,23.03247,21.350332,2.0264785,49.94694,3.300432
0.70237803,70.2378,28.322287,41.237606,42.2422,51.59142,53.76531,55.463017,1300.5023,1268.9541,1300.6044,1288.5929,4.797321,2.093211,23.033335,21.358875,2.0265212,49.948338,3.30087
0.7023911,70.239105,28.320614,41.208153,42.23911,51.570335,53.75659,55.454567,1300.5234,1268.9619,1300.3314,1288.3341,4.797179,2.094944,23.034042,21.350008,2.0265331,49.955624,3.3001568
0.70240784,70.24078,28.297035,41.139324,42.22941,51.55181,53.750687,55.447803,1300.5201,1268.7954,1300.2578,1288.2057,4.796398,2.0976727,23.035063,21.353508,2.027124,49.96455,3.2997456
0.70241547,70.24155,28.26242,41.064163,42.21418,51.52372,53.743793,55.441906,1300.1245,1268.4875,1299.88,1287.784,4.7966294,2.0957046,23.036282,21.348166,2.0275133,49.983997,3.2984161
0.7024336,70.24336,28.215466,41.00593,42.20949,51.512085,53.73727,55.435604,1300.2626,1268.6228,1299.596,1287.4741,4.7966504,2.0957875,23.037903,21.3541,2.0273705,49.982315,3.2980003
0.7024554,70.245544,28.149101,40.932926,42.206852,51.492985,53.734306,55.429016,1299.8538,1268.2377,1299.5305,1287.3315,4.7968225,2.1010582,23.03933,21.348978,2.0268278,49.991783,3.2970397
0.70246744,70.24674,28.077003,40.864296,42.211502,51.47605,53.735256,55.42393,1299.9319,1268.3235,1300.2158,1288.058,4.79686,2.0990722,23.036283,21.349533,2.0266702,49.99749,3.2958536
0.7024852,70.24852,28.008837,40.818798,42.2047,51.465286,53.735615,55.42237,1299.7382,1268.2155,1300.6941,1288.5383,4.797146,2.103123,23.036213,21.346806,2.0270023,49.997425,3.294636
0.70250857,70.250854,27.954832,40.795097,42.209515,51.472088,53.74236,55.424194,1299.8704,1268.3458,1301.2786,1289.1741,4.79707,2.1033864,23.036276,21.345337,2.0286565,49.977398,3.2934923
0.70249146,70.249146,27.918558,40.811596,42.230045,51.478016,53.752857,55.42527,1299.7675,1268.3394,1300.9966,1288.8612,4.797155,2.111816,23.036255,21.343418,2.0298917,49.98425,3.2919295
0.70249724,70.249725,27.88775,40.811424,42.230755,51.48824,53.763123,55.426453,1299.5859,1268.3468,1300.8982,1288.792,4.7974353,2.1140442,23.036333,21.349688,2.030887,49.978672,3.2906225
0.70250577,70.25058,27.874708,40.80852,42.241924,51.504047,53.77132,55.427883,1299.3683,1268.2294,1300.494,1288.407,4.797578,2.1184914,23.036623,21.350704,2.0314631,49.971794,3.2899551
0.70250034,70.25004,27.89844,40.805336,42.25581,51.523582,53.78387,55.438187,1299.3392,1268.2417,1300.2992,1288.1818,4.7976975,2.1115866,23.036306,21.3532,2.0323362,49.956726,3.2895136
0.7024902,70.24902,27.930195,40.842293,42.249474,51.529472,53.77867,55.434055,1299.3627,1268.2568,1300.0123,1287.9044,4.7976336,2.1106935,23.036497,21.354033,2.0340688,49.952015,3.289051
0.70248187,70.248184,27.974516,40.89196,42.261326,51.54527,53.782642,55.439186,1299.1577,1268.0452,1299.2385,1287.0875,4.797713,2.1036808,23.036633,21.349518,2.0353887,49.926506,3.2888582
0.7024667,70.24667,28.032532,40.945015,42.264584,51.56407,53.78425,55.443314,1299.2181,1268.1467,1299.3174,1287.249,4.797593,2.0996506,23.036873,21.340412,2.0357823,49.949837,3.2887871
0.70245117,70.24512,28.097939,40.999912,42.280895,51.584152,53.782097,55.442905,1299.5189,1268.5354,1299.2036,1287.0786,4.7975297,2.096917,23.037071,21.337801,2.036098,49.96467,3.2885504
0.702418,70.241806,28.167772,41.036243,42.277996,51.59594,53.77216,55.44026,1299.6726,1268.6434,1299.3181,1287.1431,4.7974315,2.0895011,23.037107,21.334013,2.0347664,49.98656,3.2889035
0.70240873,70.240875,28.22883,41.083824,42.282013,51.60211,53.762306,55.43928,1299.8003,1268.806,1298.9385,1286.7687,4.797299,2.08174,23.037151,21.329369,2.0344207,50.017353,3.2893429
0.7023887,70.23887,28.284714,41.11277,42.28575,51.615524,53.760284,55.44284,1299.3773,1268.3611,1298.9487,1286.7308,4.797042,2.0853548,23.037132,21.337208,2.0337856,50.014317,3.2899895
0.7023761,70.23761,28.339207,41.16102,42.276825,51.62678,53.757835,55.445908,1299.3387,1268.2618,1299.18,1286.9005,4.7967134,2.081593,23.037333,21.335142,2.0339549,50.017,3.2914286
0.70237035,70.23704,28.37383,41.21229,42.27001,51.613163,53.740204,55.4372,1299.4768,1268.4558,1299.0364,1286.819,4.796309,2.0771635,23.037243,21.335512,2.0346189,50.009438,3.2915921
0.70237035,70.23704,28.381365,41.20923,42.26641,51.601257,53.73018,55.435795,1299.7406,1268.6458,1299.112,1286.7855,4.7959514,2.0755506,23.037262,21.335358,2.0345953,50.018654,3.2916129
0.7023799,70.23799,28.384241,41.197247,42.263767,51.586422,53.724766,55.436794,1299.9061,1268.8687,1299.0762,1286.7091,4.796744,2.0689187,23.037392,21.335957,2.0351257,50.014084,3.2912233
0.7023891,70.238914,28.375927,41.21946,42.268097,51.576015,53.72019,55.435818,1300.3353,1269.1403,1299.0374,1286.76,4.796506,2.068577,23.03723,21.339626,2.0354478,49.990326,3.2908912
0.70239604,70.2396,28.344854,41.1995,42.274956,51.56071,53.719772,55.43727,1300.3496,1269.1685,1299.8232,1287.584,4.7964654,2.0701594,23.037066,21.3427,2.035785,49.97746,3.2899354
0.70240915,70.24091,28.30259,41.195087,42.278725,51.551193,53.719276,55.436745,1300.8713,1269.7004,1300.1351,1287.9297,4.796479,2.0739632,23.037163,21.340157,2.035726,49.948452,3.2883177
0.7024206,70.24206,28.238985,41.189396,42.264515,51.543396,53.722725,55.436672,1300.7959,1269.7954,1299.4624,1287.2797,4.7959604,2.080053,23.03703,21.33762,2.0362844,49.91491,3.2861376
0.7024411,70.24411,28.14568,41.19087,42.2723,51.54125,53.732735,55.441505,1300.8174,1269.8329,1299.5208,1287.3851,4.795922,2.0886633,23.03708,21.334633,2.0367012,49.901077,3.284506
0.70244586,70.24458,28.050325,41.171345,42.279537,51.528744,53.741207,55.442577,1300.5518,1269.6722,1299.2604,1287.0056,4.7962165,2.0915492,23.036938,21.331665,2.0385103,49.90218,3.2823126
0.7024967,70.24967,27.976023,41.174107,42.282013,51.57496,53.794044,55.48141,1300.7267,1269.8928,1299.097,1286.8206,4.7964435,2.092382,23.037062,21.334929,2.0425563,49.8129,3.2798176
0.70253855,70.25385,27.904444,41.13295,42.28527,51.56108,53.78746,55.467674,1300.672,1269.806,1299.2441,1286.988,4.796801,2.0928745,23.03717,21.330336,2.0410755,49.84625,3.277578
0.702538,70.2538,27.861557,41.08352,42.281963,51.538902,53.777287,55.45541,1300.7078,1269.7421,1298.8766,1286.5706,4.797063,2.0904577,23.036697,21.331911,2.0413492,49.84649,3.2761385
0.70252645,70.25264,27.843319,41.051483,42.27824,51.51856,53.760887,55.438366,1300.52,1269.3986,1298.6476,1286.3541,4.7971935,2.0965881,23.037094,21.330246,2.0406384,49.87138,3.275832
0.70250326,70.25033,27.848078,41.04085,42.296375,51.520145,53.758354,55.436382,1300.0663,1268.9106,1298.3843,1286.1205,4.797318,2.094477,23.0373,21.321175,2.0367851,49.878258,3.2766244
0.702445,70.24449,27.878069,41.06432,42.291603,51.515263,53.745125,55.42507,1299.7969,1268.649,1298.3439,1286.1465,4.797272,2.0975235,23.037302,21.321218,2.034507,49.948906,3.277396
0.7023878,70.238785,27.931103,41.07746,42.30461,51.516228,53.733616,55.412758,1299.6342,1268.5027,1297.6775,1285.4045,4.7973785,2.1047306,23.037567,21.327244,2.0360255,49.979664,3.279245
0.70231926,70.231926,27.990183,41.1177,42.305202,51.51822,53.719738,55.406063,1299.5919,1268.381,1296.9446,1284.7323,4.797349,2.1029096,23.037518,21.328968,2.0343053,50.020935,3.28203
0.7022737,70.22737,28.049843,41.133972,42.312893,51.52084,53.711494,55.40242,1299.4493,1268.1609,1296.8274,1284.6482,4.7974935,2.0975788,23.037619,21.330246,2.0310981,50.030735,3.285039
0.7022104,70.22104,28.10882,41.145164,42.31678,51.52673,53.703358,55.402,1299.4384,1268.1792,1296.8528,1284.6478,4.7973804,2.1055362,23.03776,21.331184,2.02652,50.034878,3.288571
0.7021387,70.213875,28.162697,41.164722,42.315777,51.534447,53.700726,55.40749,1299.6047,1268.2546,1297.572,1285.4474,4.797445,2.1013558,23.03787,21.340551,2.0266783,50.042515,3.292169
0.7020886,70.208855,28.20257,41.175297,42.323593,51.526546,53.690166,55.40955,1299.6449,1268.2317,1297.4147,1285.2943,4.797311,2.0954707,23.037884,21.341913,2.0253851,50.043114,3.294988
0.7020646,70.20646,28.220558,41.151028,42.31505,51.517384,53.687157,55.411366,1299.8273,1268.3335,1297.2227,1285.0734,4.7953696,2.0950892,23.03798,21.34354,2.024252,50.026554,3.297493
0.7020316,70.20316,28.241325,41.144947,42.326633,51.513035,53.68375,55.410362,1299.8889,1268.3187,1297.3523,1285.1769,4.796228,2.0892441,23.037704,21.344677,2.024342,50.027206,3.3001282
0.70201516,70.201515,28.25305,41.158085,42.317608,51.514923,53.683838,55.409515,1300.1584,1268.4211,1297.3857,1285.2133,4.796783,2.08889,23.037598,21.343557,2.0245705,50.016018,3.301958
0.70201534,70.20153,28.247345,41.13334,42.312424,51.516552,53.685863,55.410324,1300.0624,1268.4375,1297.7227,1285.4512,4.797265,2.0925496,23.037458,21.343782,2.023953,49.99078,3.3026352
0.70201373,70.20138,28.23554,41.149174,42.31662,51.52511,53.690453,55.413044,1299.8396,1268.2628,1297.5526,1285.2845,4.7977605,2.0950642,23.037468,21.338285,2.0236669,50.002167,3.3029664
0.70202404,70.20241,28.209625,41.152103,42.304104,51.541866,53.70714,55.42332,1299.6139,1268.1211,1297.5985,1285.2421,4.797912,2.091266,23.041307,21.336063,2.0245245,49.96666,3.3030941
0.7020586,70.205864,28.164156,41.17507,42.310234,51.549854,53.722153,55.430466,1299.6016,1268.0162,1298.3036,1285.9038,4.7986746,2.088652,23.039051,21.329323,2.0264766,49.979546,3.3026574
0.70209605,70.20961,28.119495,41.16606,42.319767,51.57583,53.75052,55.44535,1299.9382,1268.3766,1298.6649,1286.1162,4.7992663,2.0835254,23.037033,21.326286,2.0298069,49.95066,3.3011494
0.7021637,70.21637,28.081066,41.16358,42.314026,51.604733,53.782978,55.459908,1300.1411,1268.5925,1298.818,1286.2148,4.79942,2.0859854,23.035334,21.329199,2.0305386,49.914543,3.2986488
0.70217717,70.21772,28.01876,41.112118,42.309273,51.56693,53.75568,55.420856,1300.0485,1268.5035,1299.2622,1286.6049,4.7997546,2.0853295,23.033554,21.329832,2.028499,50.015766,3.296549
0.7021708,70.21708,27.970171,41.098396,42.31361,51.560017,53.762794,55.42042,1300.0201,1268.4607,1299.3849,1286.6654,4.799841,2.0886328,23.032093,21.33512,2.0304587,50.01536,3.2942717
0.7021681,70.21681,27.940502,41.054966,42.32412,51.558613,53.767075,55.41701,1299.7913,1268.2283,1299.9713,1287.2048,4.799723,2.0909836,23.031233,21.327208,2.03053,50.034344,3.2920363
0.70216346,70.21635,27.929989,41.05851,42.320206,51.557865,53.77247,55.41695,1299.5887,1268.1891,1300.1184,1287.4015,4.799509,2.0946462,23.030472,21.328264,2.03034,50.04176,3.289347
0.70214254,70.21426,27.936583,41.062847,42.316998,51.555424,53.777897,55.4168,1299.5836,1268.1842,1300,1287.3568,4.7981367,2.1013691,23.02965,21.331184,2.03583,50.06188,3.286675
0.70213765,70.21377,27.950756,41.087917,42.326115,51.55207,53.77824,55.41349,1299.9073,1268.4525,1299.402,1286.7946,4.798358,2.1051295,23.029593,21.330381,2.0400245,50.078217,3.2845492
0.7021133,70.21133,27.969757,41.11791,42.33605,51.551796,53.779247,55.41959,1300.0491,1268.6412,1299.0331,1286.484,4.7982974,2.103613,23.029453,21.332449,2.0388405,50.08571,3.2823017
0.7021018,70.21018,27.999477,41.112576,42.33919,51.560493,53.785015,55.431583,1300.0707,1268.7434,1299.5575,1287.071,4.7983594,2.1084352,23.029642,21.333641,2.036767,50.04397,3.280532
0.7020764,70.207634,28.036547,41.14145,42.336452,51.562332,53.782417,55.437466,1300.265,1269.086,1300.0323,1287.6202,4.7976794,2.111615,23.030298,21.333818,2.0357907,50.050274,3.2791586
0.7020416,70.20417,28.079058,41.177433,42.332787,51.568108,53.780525,55.447235,1300.1952,1269.0228,1300.1239,1287.7888,4.7973027,2.111186,23.031052,21.332592,2.0382848,50.02319,3.278408
0.70204043,70.20405,28.102953,41.233463,42.32521,51.560696,53.766773,55.445282,1300.1912,1269.0171,1300.0984,1287.7117,4.7965817,2.1149032,23.031897,21.323072,2.038548,50.021416,3.2781415
0.7020541,70.20541,28.128065,41.255928,42.319557,51.554092,53.754383,55.44255,1300.4601,1269.1517,1300.3439,1288.0323,4.7956076,2.111863,23.032942,21.317112,2.0395014,50.02204,3.278271
0.7020431,70.204315,28.177387,41.3114,42.326977,51.55385,53.741642,55.438694,1300.383,1268.9801,1300.769,1288.4705,4.79759,2.1157162,23.034182,21.311829,2.0397835,50.02819,3.278625
0.7020446,70.20447,28.233906,41.338535,42.313164,51.558197,53.7328,55.43454,1300.5312,1269.0607,1300.8866,1288.6278,4.797672,2.1154063,23.035988,21.307611,2.0390434,50.017117,3.2788637
0.70204574,70.204575,28.279337,41.343784,42.32459,51.5703,53.728424,55.433308,1300.1794,1268.7299,1301.3942,1289.0653,4.7977576,2.1138806,23.037643,21.304056,2.038788,49.99715,3.2798889
0.7020348,70.20348,28.316153,41.371128,42.326103,51.569252,53.725475,55.435444,1300.3801,1268.8121,1301.8514,1289.5214,4.7977414,2.1160674,23.03978,21.30145,2.0380833,49.95817,3.2816463
0.702036,70.203606,28.334572,41.370987,42.32063,51.577095,53.724777,55.432507,1300.4886,1268.8868,1301.8202,1289.3766,4.7975154,2.1117425,23.042044,21.299683,2.0382135,49.95186,3.2830408
0.7020622,70.20622,28.336933,41.38322,42.33557,51.57036,53.717,55.423573,1300.4857,1268.8568,1301.9985,1289.5437,4.797386,2.112238,23.038036,21.299086,2.0387218,50.006428,3.2839637
0.70206463,70.20647,28.326523,41.367916,42.34279,51.586533,53.723324,55.426205,1300.6372,1269.0298,1302.0259,1289.4371,4.7972636,2.1128607,23.038067,21.308811,2.0382304,50.015247,3.2854018
0.7020597,70.20597,28.310709,41.38753,42.330456,51.589943,53.724514,55.424343,1300.2207,1268.6989,1301.9607,1289.2739,4.795965,2.117772,23.037733,21.313757,2.0385027,50.034504,3.2850983
0.7020465,70.20465,28.277922,41.376537,42.331116,51.592697,53.727734,55.423107,1300.0421,1268.5342,1302.4102,1289.6726,4.796151,2.1228218,23.037382,21.313236,2.037634,50.066235,3.2845356
0.7020458,70.20458,28.235786,41.364822,42.311775,51.591347,53.72984,55.428585,1300.0065,1268.4749,1302.3859,1289.5848,4.796379,2.1310475,23.037296,21.312105,2.0300765,50.023067,3.283819
0.7020592,70.205925,28.179562,41.327686,42.29192,51.594986,53.73589,55.431763,1300.0298,1268.5436,1302.2615,1289.55,4.7964187,2.134352,23.036898,21.313171,2.029424,49.998856,3.28314
0.7020843,70.208435,28.116314,41.288216,42.265274,51.582523,53.739323,55.433105,1300.1813,1268.7578,1301.8503,1289.1555,4.7962174,2.1388354,23.036856,21.317411,2.0291893,49.98532,3.2823536
0.7021089,70.21089,28.048767,41.266212,42.25578,51.57258,53.74414,55.43386,1300.1437,1268.729,1301.7504,1289.0947,4.795974,2.1434076,23.036575,21.319754,2.0324795,49.973675,3.2816355
0.70212394,70.212395,27.978039,41.224827,42.259502,51.561733,53.749126,55.435783,1300.2771,1268.9862,1301.3281,1288.6345,4.7973337,2.140637,23.036816,21.32084,2.0344107,49.970604,3.2803495
0.70214766,70.21477,27.9174,41.20571,42.268074,51.553085,53.755592,55.438694,1299.9489,1268.8263,1301.402,1288.729,4.7975516,2.1371353,23.036592,21.326244,2.0362737,49.958645,3.2790961
0.7021658,70.216576,27.863203,41.206493,42.25565,51.55895,53.764793,55.447144,1299.7145,1268.6385,1301.6283,1289.0282,4.7974515,2.1395423,23.036652,21.32732,2.0383403,49.89543,3.2783298
0.7021634,70.21634,27.819607,41.18247,42.246616,51.55202,53.76544,55.44677,1299.643,1268.6472,1301.0643,1288.3866,4.7973185,2.1390617,23.036686,21.321852,2.0415938,49.88246,3.2777438
0.7021704,70.21704,27.78662,41.181698,42.236675,51.5521,53.765156,55.44736,1299.7266,1268.7776,1300.6945,1287.9777,4.79755,2.1361222,23.036665,21.311863,2.0458398,49.82669,3.2774851
0.70219547,70.21954,27.768648,41.18927,42.22857,51.542034,53.758728,55.44052,1299.7662,1268.7772,1300.7322,1288.1187,4.7975197,2.1312892,23.036644,21.303009,2.050491,49.835968,3.2774158
0.7021896,70.21896,27.804964,41.189877,42.238647,51.541172,53.78034,55.43721,1299.7649,1268.7856,1300.3341,1287.8647,4.797363,2.1278417,23.040548,21.300312,2.0558274,49.853683,3.2767627
0.7021628,70.21628,27.875402,41.20703,42.240448,51.54812,53.768143,55.437763,1299.7164,1268.7274,1300.1776,1287.7328,4.797264,2.1275225,23.03852,21.297232,2.060291,49.83345,3.2765603
0.7021236,70.21236,27.968845,41.19872,42.24919,51.555492,53.753548,55.432224,1299.8473,1268.7489,1300.333,1287.8744,4.796885,2.1251163,23.036789,21.302229,2.0645657,49.840115,3.2771132
0.70210993,70.211,28.06416,41.18374,42.273804,51.561943,53.739475,55.431053,1299.8082,1268.6932,1301.1278,1288.6707,4.7965174,2.1212573,23.03517,21.309044,2.0692031,49.852596,3.2772791
0.70207745,70.20775,28.162392,41.210823,42.27433,51.559776,53.72737,55.429516,1299.9329,1268.7184,1300.9142,1288.5073,4.7958727,2.1211782,23.034061,21.314224,2.0722184,49.86686,3.277687
0.7020443,70.20443,28.282623,41.22984,42.29008,51.573666,53.71518,55.424416,1299.8511,1268.5854,1300.6405,1288.2966,4.7945786,2.1139758,23.032999,21.330063,2.0765698,49.979504,3.2781408
0.70200646,70.200645,28.400787,41.275272,42.303303,51.58541,53.704338,55.420666,1299.9369,1268.5276,1300.5142,1288.1697,4.7946134,2.1130338,23.031914,21.348555,2.0773265,50.041138,3.2786846
0.70196015,70.196014,28.5023,41.334835,42.2981,51.606884,53.698788,55.422836,1299.9731,1268.5107,1300.4681,1288.1318,4.7945366,2.1149483,23.03109,21.359873,2.0752347,50.054764,3.2792504
0.70191544,70.19154,28.583479,41.394367,42.302876,51.618378,53.694473,55.422836,1300.069,1268.5493,1300.3176,1287.956,4.7931957,2.1243756,23.030416,21.366068,2.0753303,50.09938,3.279073
0.70190275,70.19028,28.635866,41.39685,42.300716,51.628574,53.693813,55.43147,1300.5288,1268.8396,1300.6665,1288.3542,4.7961874,2.1287596,23.030073,21.374626,2.0689209,50.081985,3.2790802
0.7018869,70.18869,28.657059,41.406467,42.28193,51.639587,53.696426,55.439747,1301.0754,1269.3485,1300.5145,1288.1567,4.7965636,2.1303499,23.029957,21.382584,2.0619633,50.047073,3.2793005
0.7018932,70.18932,28.653023,41.37905,42.28231,51.637524,53.693775,55.436085,1301.3323,1269.6168,1300.0469,1287.7083,4.796812,2.1291792,23.029892,21.384836,2.0651422,50.063927,3.2795718
0.70190305,70.19031,28.62505,41.395172,42.280926,51.61425,53.68879,55.431633,1301.741,1270.0762,1300.4309,1287.9713,4.7969327,2.1317322,23.030058,21.379879,2.0625112,50.071842,3.2794645
0.7019077,70.190765,28.57203,41.402206,42.282894,51.611904,53.691654,55.43157,1301.3954,1269.8285,1300.762,1288.2906,4.797249,2.131266,23.030346,21.380598,2.0615249,50.050858,3.2790718
0.7019121,70.19121,28.491375,41.41118,42.29334,51.612385,53.701317,55.435238,1301.3284,1269.7948,1300.2976,1287.7386,4.7973843,2.1309536,23.031351,21.376457,2.060755,50.03523,3.2788126
0.701946,70.1946,28.393932,41.446262,42.291027,51.60447,53.706543,55.43169,1301.0396,1269.5809,1299.8286,1287.2935,4.7973056,2.1332264,23.032185,21.369482,2.0605097,49.994446,3.2786555
0.7019634,70.19634,28.285053,41.431538,42.282257,51.603046,53.72139,55.43389,1300.8933,1269.5072,1299.3115,1286.7195,4.796893,2.131496,23.03337,21.356806,2.0642657,49.93334,3.2784548
0.70200926,70.20092,28.168074,41.400337,42.275673,51.58614,53.727932,55.43067,1300.9479,1269.6483,1298.7341,1286.0305,4.7972198,2.134482,23.034624,21.343435,2.0648136,49.910652,3.2786357
0.7020642,70.20642,28.058332,41.3878,42.27056,51.572704,53.73955,55.430004,1300.9642,1269.7296,1299.4401,1286.7434,4.797353,2.1275,23.036348,21.327625,2.06541,49.8774,3.2786198
0.7020944,70.209435,27.963379,41.341103,42.267,51.55901,53.755947,55.43224,1300.7207,1269.5452,1299.2457,1286.6237,4.797286,2.131887,23.037975,21.31999,2.0674024,49.871655,3.2789996
0.7021082,70.21082,27.889408,41.338463,42.263554,51.556915,53.776245,55.439114,1300.5935,1269.4885,1298.8634,1286.2196,4.796855,2.1342318,23.040087,21.31245,2.070189,49.851406,3.2787719
